PLU,Food,Specific Food,Pantry,Fridge,Freezer
3228,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3229,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3230,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3231,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3232,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3233,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3234,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3235,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3236,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3237,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3238,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3239,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3240,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3241,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3242,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3243,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3244,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3245,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3246,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3247,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3248,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3249,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3250,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3251,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3252,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3253,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3254,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3255,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3256,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3257,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3258,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3259,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3260,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3261,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3262,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3263,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3264,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3265,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3266,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3267,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3268,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3269,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3270,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4460,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4461,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4462,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4463,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4464,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4465,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4466,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4467,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4468,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
4469,for use with all commodities,Retailer Assigned For Use With All Commodities,,,
3167,frisee,Frisee,,,
3161,gai (gui) choy (chinese or indian mustard),Baby - Chinese Or Indian Mustard Gai (Gui) Choy (Chinese Or Indian Mustard),,,
4607,gai (gui) choy (chinese or indian mustard),Chinese Or Indian Mustard Gai (Gui) Choy (Chinese Or Indian Mustard),,,
3160,gai lan,Synonymous With Chinese Broccoli Gai Lan,,,
3453,galangal root,Galangal Root,,,
3052,garlic,String Garlic,120,6,330
3399,garlic,Regular - Fresh/Semi-Dried With Leaves Attached Garlic,120,6,330
3400,garlic,Regular - Smoked Garlic,120,6,330
3401,garlic,One-Clove Types Garlic,120,6,330
4608,garlic,Regular Garlic,120,6,330
4609,garlic,Elephant Garlic,120,6,330
4610,garlic,Retailer Assigned Garlic,120,6,330
4611,garlic,Retailer Assigned Garlic,120,6,330
4612,ginger root,Regular Ginger Root,nan,35,60
4613,ginger root,Retailer Assigned Ginger Root,nan,35,60
3091,gobo root/burdock,Gobo Root/Burdock,,,
3135,gourd,Ornamental Gourd,,,
3092,grapefruit,Oroblanco/Sweetie Grapefruit,7,21,330
3129,grapefruit,Pummelo - Red Grapefruit,7,21,330
3152,grapefruit,Melogold Grapefruit,7,21,330
3157,grapefruit,Extra-Large White Grapefruit,7,21,330
3158,grapefruit,Extra-Large White Grapefruit,7,21,330
3159,grapefruit,Extra-Large White Grapefruit,7,21,330
3361,grapefruit,Without P/Harvest Treatment Grapefruit,7,21,330
4027,grapefruit,"Small Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4047,grapefruit,"Small Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4279,grapefruit,Pummelo - White Grapefruit,7,21,330
4280,grapefruit,"Small Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red) Grapefruit",7,21,330
4281,grapefruit,"Large Ruby/Red/Pink (Ncludes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4282,grapefruit,"Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4283,grapefruit,"Large Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red) Grapefruit",7,21,330
4284,grapefruit,Small Deep Red Grapefruit,7,21,330
4285,grapefruit,Small Deep Red Grapefruit,7,21,330
4286,grapefruit,Small Deep Red Grapefruit,7,21,330
4287,grapefruit,Large Deep Red Grapefruit,7,21,330
4288,grapefruit,Large Deep Red Grapefruit,7,21,330
4289,grapefruit,Large Deep Red Grapefruit,7,21,330
4290,grapefruit,Small White Grapefruit,7,21,330
4291,grapefruit,Small White Grapefruit,7,21,330
4292,grapefruit,Small White Grapefruit,7,21,330
4293,grapefruit,Large White Grapefruit,7,21,330
4294,grapefruit,Large White Grapefruit,7,21,330
4295,grapefruit,Large White Grapefruit,7,21,330
4296,grapefruit,Retailer Assigned Grapefruit,7,21,330
4297,grapefruit,Retailer Assigned Grapefruit,7,21,330
4298,grapefruit,Retailer Assigned Grapefruit,7,21,330
4491,grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4492,grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4493,grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit",7,21,330
4494,grapefruit,Extra-Large Deep Red Grapefruit,7,21,330
4495,grapefruit,Extra-Large Deep Red Grapefruit,7,21,330
4496,grapefruit,Extra-Large Deep Red Grapefruit,7,21,330
3043,grapes,"Italia, Seeded Grapes",nan,10,330
3093,grapes,Retailer Assigned Grapes,nan,10,330
3094,grapes,Retailer Assigned Grapes,nan,10,330
3359,grapes,Chasselas Grapes,nan,10,330
3360,grapes,Muscat De Hambourg Grapes,nan,10,330
3449,grapes,Sugrathirteen Grapes,nan,10,330
3450,grapes,Sugranineteen Grapes,nan,10,330
3451,grapes,Sugrathirtyfour Grapes,nan,10,330
3452,grapes,Sugrathirtyfive Grapes,nan,10,330
3469,grapes,Sugrasixteen Grapes,nan,10,330
3491,grapes,Arra Fifteen Grapes,nan,10,330
3492,grapes,Arra Twentynine Grapes,nan,10,330
3496,grapes,Ifg Core Red Seedless Grapes,nan,10,330
3497,grapes,Ifg Core Black Seedless Grapes,nan,10,330
3498,grapes,Ifg Core Green Seedless Grapes,nan,10,330
3499,grapes,Ifg Novelty Red Seedless Grapes,nan,10,330
3500,grapes,Ifg Novelty Black Seedless Grapes,nan,10,330
3501,grapes,Ifg Novelty Green Seedless Grapes,nan,10,330
3502,grapes,Arra Twentyseven Grapes,nan,10,330
3503,grapes,Arra Twentyeight Grapes,nan,10,330
3504,grapes,Arra Thirty Grapes,nan,10,330
3505,grapes,Arra Thirtytwo Grapes,nan,10,330
3506,grapes,Sweet Scarlet Grapes,nan,10,330
3508,grapes,Thomcord Grapes,nan,10,330
3530,grapes,Jupiter Grapes,nan,10,330
3531,grapes,Sugra Family Black Seedless Grapes,nan,10,330
3532,grapes,Sugra Family Green Seedless Grapes,nan,10,330
3533,grapes,Sugra Family Novelty Seedless Grapes,nan,10,330
3534,grapes,Sugra Family Red Seedless Grapes,nan,10,330
4022,grapes,White/Green Seedless - Peerlette Seedless/Thompson Seedless Grapes,nan,10,330
4023,grapes,Red Seedless - Flame/Ruby/Emperatriz Grapes,nan,10,330
4056,grapes,Blue/Black Seedless (All Other Varieties Not Listed Above Including Beauty And Autumn Royal) Grapes,nan,10,330
4270,grapes,Blue/Black Seeded (Ribier/Exotic/Niabel) Grapes,nan,10,330
4271,grapes,Champagne Grapes,nan,10,330
4272,grapes,Concord Grapes,nan,10,330
4273,grapes,Red Seeded (Cardinal/Emperor/Queen/Christmas Rose) Grapes,nan,10,330
4274,grapes,White/Green Seeded (All Others Not Listed) Grapes,nan,10,330
4275,grapes,Retailer Assigned Grapes,nan,10,330
4276,grapes,Retailer Assigned Grapes,nan,10,330
4277,grapes,Retailer Assigned Grapes,nan,10,330
4278,grapes,Retailer Assigned Grapes,nan,10,330
4497,grapes,Sugraone Grapes,nan,10,330
4498,grapes,White/Green Seedless (All Others Not Listed Above (Including Autumn King)) Grapes,nan,10,330
4499,grapes,Crimson/Majestic Grapes,nan,10,330
4635,grapes,Red Seedless Grapes,nan,10,330
4636,grapes,Red Globe Grapes,nan,10,330
4637,grapes,Red Seeded Grapes,nan,10,330
4638,grapes,Fantasy/Marroo Grapes,nan,10,330
4957,grapes,Blue/Black Seeded (All Others Not Listed Above) Grapes,nan,10,330
4614,greens,Collard Greens,,,
4615,greens,Dandelion Greens,,,
4616,greens,Mustard (Synonymous With Gai (Gui) Choy) Greens,,,
4617,greens,Polk Greens Greens,,,
4618,greens,Texas Mustard Greens,,,
4619,greens,Turnip Greens,,,
4620,greens,Retailer Assigned Greens,,,
4621,greens,Retailer Assigned Greens,,,
4622,greens,Retailer Assigned Greens,,,
4623,greens,Retailer Assigned Greens,,,
4624,greens,Retailer Assigned Greens,,,
4299,guava,Guava,nan,3,330
4300,homli fruit,Homli Fruit,,,
4625,horseradish root,Horseradish Root,nan,30,nan
3454,jackfruit,Green Jackfruit,,,
3455,jackfruit,Yellow Jackfruit,,,
4626,jicama/yam bean,Jicama/Yam Bean,,,
3095,kale,Multicolor Kale,nan,6,330
4627,kale,Kale,nan,6,330
3446,kale sprouts,Kale Sprouts,,,
4302,kiwano (horned melon),Kiwano (Horned Melon),,,
3279,kiwifruit,Golden Kiwifruit,,,
3280,kiwifruit,Jumbo Regular Kiwifruit,,,
3517,kiwifruit,Retailer Assigned - Gold Derivative Varieties Kiwifruit,,,
4030,kiwifruit,Regular Kiwifruit,,,
4301,kiwifruit,Retailer Assigned Kiwifruit,,,
3096,kohlrabi,Purple/Red/All Other Colors Kohlrabi,nan,4,330
4628,kohlrabi,Kohlrabi,nan,4,330
4303,kumquat,Kumquat,,,
3402,leeks,Regular - Bunch Leeks,nan,10,330
3403,leeks,Baby - Bunch Leeks,nan,10,330
4629,leeks,Regular Leeks,nan,10,330
4630,leeks,Baby Leeks,nan,10,330
4894,lemongrass,Lemongrass,,,
3362,lemons,Without Postharvest Treatment Lemons,100,3,90
3617,lemons,Seedless Lemons,100,3,90
3626,lemons,Meyer Lemons,100,3,90
4033,lemons,Small Lemons,100,3,90
4053,lemons,Large Lemons,100,3,90
4304,lemons,Retailer Assigned Lemons,100,3,90
4958,lemons,Medium Lemons,100,3,90
3097,lettuce,"Romaine, Red Lettuce",nan,nan,3
3098,lettuce,"Boston, Red Lettuce",nan,nan,3
3169,lettuce,Catalogna Lettuce,nan,nan,3
3325,lettuce,Lollo Bionda/Coral - Green Lettuce,nan,nan,3
3326,lettuce,Lollo Rossa/Coral - Red Lettuce,nan,nan,3
3327,lettuce,Mignonette (Compact Red-Tinged Butterhead Varieties) Lettuce,nan,nan,3
3328,lettuce,Mixed Small-Leaf Salad Lettuce,nan,nan,3
3329,lettuce,Oak Leaf - Green Lettuce,nan,nan,3
3330,lettuce,Oak Leaf - Reg Lettuce,nan,nan,3
4061,lettuce,Iceberg Lettuce,nan,nan,3
4075,lettuce,Red Leaf Lettuce,nan,nan,3
4076,lettuce,Green Leaf Lettuce,nan,nan,3
4631,lettuce,Bibb/Flat/Round Lettuce,nan,nan,3
4632,lettuce,Boston/Butter Lettuce,nan,nan,3
4633,lettuce,Hydroponic Lettuce,nan,nan,3
4634,lettuce,Iceberg Lettuce,nan,nan,3
4639,lettuce,Mache Lettuce,nan,nan,3
4640,lettuce,Romaine/Cos Lettuce,nan,nan,3
4641,lettuce,Retailer Assigned Lettuce,nan,nan,3
4642,lettuce,Retailer Assigned Lettuce,nan,nan,3
4643,lettuce,Retailer Assigned Lettuce,nan,nan,3
4328,limequats,Limequats,,,
4048,limes,"Regular (Incl. Persian, Tahiti & Bearss) Limes",,,
4305,limes,Key (Incl. Mexican & West Indian) Limes,,,
4306,limes,Retailer Assigned Limes,,,
4307,longan,Longan,,,
4308,loquats,Loquats,,,
3099,lotus root,Lotus Root,,,
4309,lychees,Lychees,nan,6,330
3106,macadamia,Macadamia,,,
3366,madroña,Madroña,,,
4644,malanga,Malanga,,,
4310,mamey,Mamey,,,
3114,mango,Extra-Large Green Mango,12,5,360
3363,mango,Kensington Pride Mango,12,5,360
3364,mango,R2E2 Mango,12,5,360
3365,mango,Ripe/Ready-To-Eat Mango,12,5,360
3464,mango,B-74 Mango,12,5,360
3488,mango,Extra-Large Red Mango,12,5,360
3621,mango,Francis Mango,12,5,360
4051,mango,"Small Red (Includes Tommy Atkins, Kent, Palmer, Vandyke, Edward,Hayden) Mango",12,5,360
4311,mango,Small Green (Includes Keitt And Francis) Mango,12,5,360
4312,mango,"Small Yellow (Includes Oro, Ataulfo/Honey Manila) Mango",12,5,360
4313,mango,Retailer Assigned Mango,12,5,360
4314,mango,Retailer Assigned Mango,12,5,360
4315,mango,Retailer Assigned Mango,12,5,360
4316,mango,Retailer Assigned Mango,12,5,360
4584,mango,Large Green (Includes Keitt And Francis) Mango,12,5,360
4959,mango,"Large Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden) Mango",12,5,360
4961,mango,Large Yellow Mango,12,5,360
3042,mangosteen,Mangosteen,,,
4895,marjoram,Marjoram,,,
3033,melon,Small Charentais Melon,nan,4,330
3034,melon,Large Charentais Melon,nan,4,330
3100,melon,Gold Honeydew Melon,nan,4,330
3101,melon,Piel De Sapo Melon,nan,4,330
3281,melon,"Watermelon - Orange, Seedless Melon",nan,4,330
3289,melon,Sprite Melon,nan,4,330
3306,melon,Medium Charentais Melon,nan,4,330
3307,melon,Extra-Large Charentais Melon,nan,4,330
3308,melon,"Watermelon - Orange, Seedless Melon",nan,4,330
3367,melon,Glasshouse - Netted Varieties Melon,nan,4,330
3368,melon,Ogen Melon,nan,4,330
3421,melon,3-7 LBS Watermelon - Mini Seedless Melon,nan,4,330
3456,melon,Winter Melon,nan,4,330
3470,melon,"Watermelon - Red, Small Seeds Melon",nan,4,330
3494,melon,3-7 LBS Watermelon - Yellow Mini Seedless Melon,nan,4,330
3622,melon,Honey Green Melon,nan,4,330
3623,melon,Hami Melon,nan,4,330
3624,melon,Korean Melon,nan,4,330
4031,melon,Watermelon - Red Melon,nan,4,330
4032,melon,"Watermelon - Red, Seedless Melon",nan,4,330
4034,melon,Large Honeydew/White Honeydew Melon,nan,4,330
4049,melon,Small Cantaloupe/Rockmelon Melon,nan,4,330
4050,melon,Large Cantaloupe/Rockmelon Melon,nan,4,330
4317,melon,Canary/Yellow Honeydew Melon,nan,4,330
4318,melon,Small Cantaloupe/Muskmelon Melon,nan,4,330
4319,melon,Large Cantaloupe/Muskmelon Melon,nan,4,330
4320,melon,Casaba Melon,nan,4,330
4321,melon,Cinnabar Melon,nan,4,330
4322,melon,Crenshaw Melon,nan,4,330
4324,melon,French Afternoon Melon,nan,4,330
4325,melon,French Breakfast Melon,nan,4,330
4326,melon,Galia Melon,nan,4,330
4327,melon,Orange Flesh/Cantaline Melon,nan,4,330
4329,melon,Small Honeydew/White Honeydew Melon,nan,4,330
4330,melon,Mayan Melon,nan,4,330
4331,melon,Mickey Lee Watermelon/Sugarbaby Melon,nan,4,330
4332,melon,Muskmelon Melon,nan,4,330
4333,melon,Pepino Melon,nan,4,330
4334,melon,Persian Melon,nan,4,330
4335,melon,Prince Melon,nan,4,330
4336,melon,Santa Claus Melon,nan,4,330
4337,melon,Saticoy Melon,nan,4,330
4338,melon,Sharlin Melon,nan,4,330
4339,melon,Spanish/Tendral Melon,nan,4,330
4340,melon,Watermelon - Yellow Melon,nan,4,330
4341,melon,"Watermelon - Yellow, Seedless Melon",nan,4,330
4342,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4343,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4344,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4345,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4346,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4347,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4348,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4349,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4350,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4351,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4352,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4353,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4354,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4355,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4356,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4357,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4358,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4359,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4360,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4361,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4362,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4363,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4364,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4365,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4366,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4367,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4368,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4369,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4370,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4371,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4372,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4373,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4374,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4375,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
4376,melon,Retailer Assigned (Includes Pre-Cut Melons) Melon,nan,4,330
3475,mint,Peppermint Mint,,,
4896,mint,Mint,,,
4929,mixed nuts,Mixed Nuts,,,
3102,mushrooms,Morel Mushrooms,330,nan,5
3103,mushrooms,Enoki Mushrooms,330,nan,5
3404,mushrooms,Cep Mushrooms,330,nan,5
3405,mushrooms,Fairy Ring Champignon Mushrooms,330,nan,5
3406,mushrooms,Grey - Tricholoma Mushrooms,330,nan,5
3407,mushrooms,Grisette Mushrooms,330,nan,5
3408,mushrooms,Horn Of Plenty/Black Trumpet Mushrooms,330,nan,5
3409,mushrooms,Pioppino Mushrooms,330,nan,5
3410,mushrooms,Saffron Milk-Cap Mushrooms,330,nan,5
3411,mushrooms,Sheep Polypore Mushrooms,330,nan,5
4085,mushrooms,Large Regular Mushrooms,330,nan,5
4645,mushrooms,"Small Regular, Button Mushrooms",330,nan,5
4646,mushrooms,Black Forest Mushrooms,330,nan,5
4647,mushrooms,Chanterelle Mushrooms,330,nan,5
4648,mushrooms,Cremini/Brown/Swiss Brown Mushrooms,330,nan,5
4649,mushrooms,Oyster Mushrooms,330,nan,5
4650,mushrooms,Portabella Mushrooms,330,nan,5
4651,mushrooms,Shiitake Mushrooms,330,nan,5
4652,mushrooms,Wood Ear Mushrooms,330,nan,5
4653,mushrooms,Retailer Assigned Mushrooms,330,nan,5
4654,mushrooms,Retailer Assigned Mushrooms,330,nan,5
3275,name,Yellow (Nyah-May) Name,pantry,fridge,freezer
3276,name,White (Nyah-May) Name,pantry,fridge,freezer
4818,name,Retailer Assigned Name,pantry,fridge,freezer
3035,nectarine,"Large White Flesh, Tree Ripened, Nectarine",2,4,360
3369,nectarine,Nectavigne (Red Flesh) Nectarine,2,4,360
3437,nectarine,Flat Yellow Nectarine,2,4,360
3439,nectarine,White Flesh Flat Nectarine,2,4,360
4035,nectarine,Small Yellow Flesh Nectarine,2,4,360
4036,nectarine,Large Yellow Flesh Nectarine,2,4,360
4188,nectarine,"Small White Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4377,nectarine,"Small Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4378,nectarine,"Large Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine",2,4,360
4379,nectarine,Retailer Assigned Nectarine,2,4,360
4380,nectarine,Retailer Assigned Nectarine,2,4,360
4655,okra,Regular (Green) Okra,nan,2,330
4656,okra,Chinese Okra,nan,2,330
4657,okra,Red Okra,nan,2,330
3162,ong choy,Synonymous With Water Spinach Ong Choy,,,
3286,onions,Sweet Red Italian - Flat Onions,60,60,210
3331,onions,Red Fresh - Bunch Onions,60,60,210
3412,onions,Yellow/Brown Fresh - Bunch Onions,60,60,210
3493,onions,Tearless Sweet Onions,60,60,210
3520,onions,Sk-20 Onions,60,60,210
3535,onions,Sweetheart Onions,60,60,210
4068,onions,Green (Scallions)/Spring Onions,60,60,210
4082,onions,Red Onions,60,60,210
4093,onions,Large Yellow/Brown Onions,60,60,210
4159,onions,Vidalia Onions,60,60,210
4161,onions,Texas Sweet Onions,60,60,210
4163,onions,Walla Walla Onions,60,60,210
4164,onions,Maui Onions,60,60,210
4165,onions,California Sweet Onions,60,60,210
4166,onions,Other Sweet Onions,60,60,210
4658,onions,Boiling Onions,60,60,210
4659,onions,Bulb Onions,60,60,210
4660,onions,Pearl Onions,60,60,210
4661,onions,"Pickling, White Onions",60,60,210
4662,onions,Shallots Onions,60,60,210
4663,onions,White Onions,60,60,210
4665,onions,Small Yellow/Brown Onions,60,60,210
4666,onions,Retailer Assigned Onions,60,60,210
4667,onions,Retailer Assigned Onions,60,60,210
4668,onions,Retailer Assigned Onions,60,60,210
4669,onions,Retailer Assigned Onions,60,60,210
4670,onions,Retailer Assigned Onions,60,60,210
3476,orange tree leaf,Orange Tree Leaf,,,
3027,oranges,Shamouti Oranges,360,3,330
3028,oranges,Small Delta Seedless Oranges,360,3,330
3036,oranges,Small Midknight Oranges,360,3,330
3107,oranges,Medium Navel Oranges,360,3,330
3108,oranges,Medium Valencia Oranges,360,3,330
3109,oranges,Seville (Marmalade Type) Oranges,360,3,330
3110,oranges,"Navel, Cara Cara (Red) Oranges",360,3,330
3153,oranges,Medium Delta Seedless Oranges,360,3,330
3154,oranges,Large Delta Seedless Oranges,360,3,330
3155,oranges,Medium Midknight Oranges,360,3,330
3156,oranges,Large Midknight Oranges,360,3,330
3309,oranges,Lima Oranges,360,3,330
3310,oranges,Pera Oranges,360,3,330
3370,oranges,Maltaise Oranges,360,3,330
3371,oranges,Salustiana Oranges,360,3,330
3372,oranges,Navelate (And Other Late Navel Varieties) Oranges,360,3,330
3373,oranges,Navelina (Incl. Newhall) Oranges,360,3,330
3374,oranges,Without Postharvest Treatment Oranges,360,3,330
4012,oranges,Large Navel Oranges,360,3,330
4013,oranges,Small Navel Oranges,360,3,330
4014,oranges,Small Valencia Oranges,360,3,330
4014,oranges,Small Valencia Oranges,360,3,330
4381,oranges,Blood Oranges,360,3,330
4382,oranges,Juice Oranges,360,3,330
4384,oranges,Small Navel Oranges,360,3,330
4385,oranges,Large Navel Oranges,360,3,330
4386,oranges,Small Temple Oranges,360,3,330
4387,oranges,Large Temple Oranges,360,3,330
4388,oranges,Large Valencia Oranges,360,3,330
4388,oranges,Large Valencia Oranges,360,3,330
4389,oranges,Retailer Assigned Oranges,360,3,330
4390,oranges,Retailer Assigned Oranges,360,3,330
4391,oranges,Retailer Assigned Oranges,360,3,330
4392,oranges,Retailer Assigned Oranges,360,3,330
4393,oranges,Retailer Assigned Oranges,360,3,330
4897,oregano,Oregano,,,
4870,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4871,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4872,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4873,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4874,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4875,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4876,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4877,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4878,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4879,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4880,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4881,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4882,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4883,other dried fruits,Retailer Assigned Other Dried Fruits,,,
4471,other fruits,Retailer Assigned Other Fruits,,,
4472,other fruits,Retailer Assigned Other Fruits,,,
4473,other fruits,Retailer Assigned Other Fruits,,,
4474,other fruits,Retailer Assigned Other Fruits,,,
4475,other fruits,Retailer Assigned Other Fruits,,,
4476,other fruits,Retailer Assigned Other Fruits,,,
4477,other fruits,Retailer Assigned Other Fruits,,,
4478,other fruits,Retailer Assigned Other Fruits,,,
4479,other fruits,Retailer Assigned Other Fruits,,,
4480,other fruits,Retailer Assigned Other Fruits,,,
4481,other fruits,Retailer Assigned Other Fruits,,,
4482,other fruits,Retailer Assigned Other Fruits,,,
4483,other fruits,Retailer Assigned Other Fruits,,,
4484,other fruits,Retailer Assigned Other Fruits,,,
4485,other fruits,Retailer Assigned Other Fruits,,,
4486,other fruits,Retailer Assigned Other Fruits,,,
4487,other fruits,Retailer Assigned Other Fruits,,,
4488,other fruits,Retailer Assigned Other Fruits,,,
4489,other fruits,Retailer Assigned Other Fruits,,,
4490,other fruits,Retailer Assigned Other Fruits,,,
4909,other herbs,Retailer Assigned Other Herbs,,,
4910,other herbs,Retailer Assigned Other Herbs,,,
4911,other herbs,Retailer Assigned Other Herbs,,,
4912,other herbs,Retailer Assigned Other Herbs,,,
4913,other herbs,Retailer Assigned Other Herbs,,,
4914,other herbs,Retailer Assigned Other Herbs,,,
4915,other herbs,Retailer Assigned Other Herbs,,,
