PLU,Food,Name
4047,Grapefruit,"Small Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4279,Grapefruit,Pummelo - White Grapefruit
4280,Grapefruit,"Small Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red) Grapefruit"
4281,Grapefruit,"Large Ruby/Red/Pink (Ncludes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4282,Grapefruit,"Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4283,Grapefruit,"Large Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red) Grapefruit"
4284,Grapefruit,Small Deep Red Grapefruit
4285,Grapefruit,Small Deep Red Grapefruit
4286,Grapefruit,Small Deep Red Grapefruit
4287,Grapefruit,Large Deep Red Grapefruit
4288,Grapefruit,Large Deep Red Grapefruit
4289,Grapefruit,Large Deep Red Grapefruit
4290,Grapefruit,Small White Grapefruit
4291,Grapefruit,Small White Grapefruit
4292,Grapefruit,Small White Grapefruit
4293,Grapefruit,Large White Grapefruit
4294,Grapefruit,Large White Grapefruit
4295,Grapefruit,Large White Grapefruit
4296,Grapefruit,Retailer Assigned Grapefruit
4297,Grapefruit,Retailer Assigned Grapefruit
4298,Grapefruit,Retailer Assigned Grapefruit
4491,Grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4492,Grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4493,Grapefruit,"Extra-Large Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red) Grapefruit"
4494,Grapefruit,Extra-Large Deep Red Grapefruit
4495,Grapefruit,Extra-Large Deep Red Grapefruit
4496,Grapefruit,Extra-Large Deep Red Grapefruit
3043,Grapes,"Italia, Seeded Grapes"
3093,Grapes,Retailer Assigned Grapes
3094,Grapes,Retailer Assigned Grapes
3359,Grapes,Chasselas Grapes
3360,Grapes,Muscat De Hambourg Grapes
3449,Grapes,Sugrathirteen Grapes
3450,Grapes,Sugranineteen Grapes
3451,Grapes,Sugrathirtyfour Grapes
3452,Grapes,Sugrathirtyfive Grapes
3469,Grapes,Sugrasixteen Grapes
3491,Grapes,Arra Fifteen Grapes
3492,Grapes,Arra Twentynine Grapes
3496,Grapes,Ifg Core Red Seedless Grapes
3497,Grapes,Ifg Core Black Seedless Grapes
3498,Grapes,Ifg Core Green Seedless Grapes
3499,Grapes,Ifg Novelty Red Seedless Grapes
3500,Grapes,Ifg Novelty Black Seedless Grapes
3501,Grapes,Ifg Novelty Green Seedless Grapes
3502,Grapes,Arra Twentyseven Grapes
3503,Grapes,Arra Twentyeight Grapes
3504,Grapes,Arra Thirty Grapes
3505,Grapes,Arra Thirtytwo Grapes
3506,Grapes,Sweet Scarlet Grapes
3508,Grapes,Thomcord Grapes
3530,Grapes,Jupiter Grapes
3531,Grapes,Sugra Family Black Seedless Grapes
3532,Grapes,Sugra Family Green Seedless Grapes
3533,Grapes,Sugra Family Novelty Seedless Grapes
3534,Grapes,Sugra Family Red Seedless Grapes
4022,Grapes,White/Green Seedless - Peerlette Seedless/Thompson Seedless Grapes
4023,Grapes,Red Seedless - Flame/Ruby/Emperatriz Grapes
4056,Grapes,Blue/Black Seedless (All Other Varieties Not Listed Above Including Beauty And Autumn Royal) Grapes
4270,Grapes,Blue/Black Seeded (Ribier/Exotic/Niabel) Grapes
4271,Grapes,Champagne Grapes
4272,Grapes,Concord Grapes
4273,Grapes,Red Seeded (Cardinal/Emperor/Queen/Christmas Rose) Grapes
4274,Grapes,White/Green Seeded (All Others Not Listed) Grapes
4275,Grapes,Retailer Assigned Grapes
4276,Grapes,Retailer Assigned Grapes
4277,Grapes,Retailer Assigned Grapes
4278,Grapes,Retailer Assigned Grapes
4497,Grapes,Sugraone Grapes
4498,Grapes,White/Green Seedless (All Others Not Listed Above (Including Autumn King)) Grapes
4499,Grapes,Crimson/Majestic Grapes
4635,Grapes,Red Seedless Grapes
4636,Grapes,Red Globe Grapes
4637,Grapes,Red Seeded Grapes
4638,Grapes,Fantasy/Marroo Grapes
4957,Grapes,Blue/Black Seeded (All Others Not Listed Above) Grapes
4614,Greens,Collard Greens
4615,Greens,Dandelion Greens
4616,Greens,Mustard (Synonymous With Gai (Gui) Choy) Greens
4617,Greens,Polk Greens Greens
4618,Greens,Texas Mustard Greens
4619,Greens,Turnip Greens
4620,Greens,Retailer Assigned Greens
4621,Greens,Retailer Assigned Greens
4622,Greens,Retailer Assigned Greens
4623,Greens,Retailer Assigned Greens
4624,Greens,Retailer Assigned Greens
4299,Guava,Guava
4300,Homli Fruit,Homli Fruit
4625,Horseradish Root,Horseradish Root
3454,Jackfruit,Green Jackfruit
3455,Jackfruit,Yellow Jackfruit
4626,Jicama/Yam Bean,Jicama/Yam Bean
3095,Kale,Multicolor Kale
4627,Kale,Kale
3446,Kale Sprouts,Kale Sprouts
4302,Kiwano (Horned Melon),Kiwano (Horned Melon)
3279,Kiwifruit,Golden Kiwifruit
3280,Kiwifruit,Jumbo Regular Kiwifruit
3517,Kiwifruit,Retailer Assigned - Gold Derivative Varieties Kiwifruit
4030,Kiwifruit,Regular Kiwifruit
4301,Kiwifruit,Retailer Assigned Kiwifruit
3096,Kohlrabi,Purple/Red/All Other Colors Kohlrabi
4628,Kohlrabi,Kohlrabi
4303,Kumquat,Kumquat
3402,Leeks,Regular - Bunch Leeks
3403,Leeks,Baby - Bunch Leeks
4629,Leeks,Regular Leeks
4630,Leeks,Baby Leeks
4894,Lemongrass,Lemongrass
3362,Lemons,Without Postharvest Treatment Lemons
3617,Lemons,Seedless Lemons
3626,Lemons,Meyer Lemons
4033,Lemons,Small Lemons
4053,Lemons,Large Lemons
4304,Lemons,Retailer Assigned Lemons
4958,Lemons,Medium Lemons
3097,Lettuce,"Romaine, Red Lettuce"
3098,Lettuce,"Boston, Red Lettuce"
3169,Lettuce,Catalogna Lettuce
3325,Lettuce,Lollo Bionda/Coral - Green Lettuce
3326,Lettuce,Lollo Rossa/Coral - Red Lettuce
3327,Lettuce,Mignonette (Compact Red-Tinged Butterhead Varieties) Lettuce
3328,Lettuce,Mixed Small-Leaf Salad Lettuce
3329,Lettuce,Oak Leaf - Green Lettuce
3330,Lettuce,Oak Leaf - Reg Lettuce
4061,Lettuce,Iceberg Lettuce
4075,Lettuce,Red Leaf Lettuce
4076,Lettuce,Green Leaf Lettuce
4631,Lettuce,Bibb/Flat/Round Lettuce
4632,Lettuce,Boston/Butter Lettuce
4633,Lettuce,Hydroponic Lettuce
4634,Lettuce,Iceberg Lettuce
4639,Lettuce,Mache Lettuce
4640,Lettuce,Romaine/Cos Lettuce
4641,Lettuce,Retailer Assigned Lettuce
4642,Lettuce,Retailer Assigned Lettuce
4643,Lettuce,Retailer Assigned Lettuce
4328,Limequats,Limequats
4048,Limes,"Regular (Incl. Persian, Tahiti & Bearss) Limes"
4305,Limes,Key (Incl. Mexican & West Indian) Limes
4306,Limes,Retailer Assigned Limes
4307,Longan,Longan
4308,Loquats,Loquats
3099,Lotus Root,Lotus Root
4309,Lychees,Lychees
3106,Macadamia,Macadamia
3366,Madroña,Madroña
4644,Malanga,Malanga
4310,Mamey,Mamey
3114,Mango,Extra-Large Green Mango
3363,Mango,Kensington Pride Mango
3364,Mango,R2E2 Mango
3365,Mango,Ripe/Ready-To-Eat Mango
3464,Mango,B-74 Mango
3488,Mango,Extra-Large Red Mango
3621,Mango,Francis Mango
4051,Mango,"Small Red (Includes Tommy Atkins, Kent, Palmer, Vandyke, Edward,Hayden) Mango"
4311,Mango,Small Green (Includes Keitt And Francis) Mango
4312,Mango,"Small Yellow (Includes Oro, Ataulfo/Honey Manila) Mango"
4313,Mango,Retailer Assigned Mango
4314,Mango,Retailer Assigned Mango
4315,Mango,Retailer Assigned Mango
4316,Mango,Retailer Assigned Mango
4584,Mango,Large Green (Includes Keitt And Francis) Mango
4959,Mango,"Large Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden) Mango"
4961,Mango,Large Yellow Mango
3042,Mangosteen,Mangosteen
4895,Marjoram,Marjoram
3033,Melon,Small Charentais Melon
3034,Melon,Large Charentais Melon
3100,Melon,Gold Honeydew Melon
3101,Melon,Piel De Sapo Melon
3281,Melon,"Watermelon - Orange, Seedless Melon"
3289,Melon,Sprite Melon
3306,Melon,Medium Charentais Melon
3307,Melon,Extra-Large Charentais Melon
3308,Melon,"Watermelon - Orange, Seedless Melon"
3367,Melon,Glasshouse - Netted Varieties Melon
3368,Melon,Ogen Melon
3421,Melon,3-7 LBS Watermelon - Mini Seedless Melon
3456,Melon,Winter Melon
3470,Melon,"Watermelon - Red, Small Seeds Melon"
3494,Melon,3-7 LBS Watermelon - Yellow Mini Seedless Melon
3622,Melon,Honey Green Melon
3623,Melon,Hami Melon
3624,Melon,Korean Melon
4031,Melon,Watermelon - Red Melon
4032,Melon,"Watermelon - Red, Seedless Melon"
4034,Melon,Large Honeydew/White Honeydew Melon
4049,Melon,Small Cantaloupe/Rockmelon Melon
4050,Melon,Large Cantaloupe/Rockmelon Melon
4317,Melon,Canary/Yellow Honeydew Melon
4318,Melon,Small Cantaloupe/Muskmelon Melon
4319,Melon,Large Cantaloupe/Muskmelon Melon
4320,Melon,Casaba Melon
4321,Melon,Cinnabar Melon
4322,Melon,Crenshaw Melon
4324,Melon,French Afternoon Melon
4325,Melon,French Breakfast Melon
4326,Melon,Galia Melon
4327,Melon,Orange Flesh/Cantaline Melon
4329,Melon,Small Honeydew/White Honeydew Melon
4330,Melon,Mayan Melon
4331,Melon,Mickey Lee Watermelon/Sugarbaby Melon
4332,Melon,Muskmelon Melon
4333,Melon,Pepino Melon
4334,Melon,Persian Melon
4335,Melon,Prince Melon
4336,Melon,Santa Claus Melon
4337,Melon,Saticoy Melon
4338,Melon,Sharlin Melon
4339,Melon,Spanish/Tendral Melon
4340,Melon,Watermelon - Yellow Melon
4341,Melon,"Watermelon - Yellow, Seedless Melon"
4342,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4343,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4344,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4345,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4346,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4347,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4348,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4349,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4350,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4351,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4352,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4353,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4354,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4355,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4356,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4357,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4358,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4359,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4360,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4361,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4362,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4363,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4364,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4365,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4366,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4367,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4368,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4369,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4370,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4371,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4372,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4373,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4374,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4375,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
4376,Melon,Retailer Assigned (Includes Pre-Cut Melons) Melon
3475,Mint,Peppermint Mint
4896,Mint,Mint
4929,Mixed Nuts,Mixed Nuts
3102,Mushrooms,Morel Mushrooms
3103,Mushrooms,Enoki Mushrooms
3404,Mushrooms,Cep Mushrooms
3405,Mushrooms,Fairy Ring Champignon Mushrooms
3406,Mushrooms,Grey - Tricholoma Mushrooms
3407,Mushrooms,Grisette Mushrooms
3408,Mushrooms,Horn Of Plenty/Black Trumpet Mushrooms
3409,Mushrooms,Pioppino Mushrooms
3410,Mushrooms,Saffron Milk-Cap Mushrooms
3411,Mushrooms,Sheep Polypore Mushrooms
4085,Mushrooms,Large Regular Mushrooms
4645,Mushrooms,"Small Regular, Button Mushrooms"
4646,Mushrooms,Black Forest Mushrooms
4647,Mushrooms,Chanterelle Mushrooms
4648,Mushrooms,Cremini/Brown/Swiss Brown Mushrooms
4649,Mushrooms,Oyster Mushrooms
4650,Mushrooms,Portabella Mushrooms
4651,Mushrooms,Shiitake Mushrooms
4652,Mushrooms,Wood Ear Mushrooms
4653,Mushrooms,Retailer Assigned Mushrooms
4654,Mushrooms,Retailer Assigned Mushrooms
3275,Name,Yellow (Nyah-May) Name
3276,Name,White (Nyah-May) Name
4818,Name,Retailer Assigned Name
3035,Nectarine,"Large White Flesh, Tree Ripened, Nectarine"
3369,Nectarine,Nectavigne (Red Flesh) Nectarine
3437,Nectarine,Flat Yellow Nectarine
3439,Nectarine,White Flesh Flat Nectarine
4035,Nectarine,Small Yellow Flesh Nectarine
4036,Nectarine,Large Yellow Flesh Nectarine
4188,Nectarine,"Small White Flesh, Tree Ripened, Ready-To-Eat Nectarine"
4377,Nectarine,"Small Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine"
4378,Nectarine,"Large Yellow Flesh, Tree Ripened, Ready-To-Eat Nectarine"
4379,Nectarine,Retailer Assigned Nectarine
4380,Nectarine,Retailer Assigned Nectarine
4655,Okra,Regular (Green) Okra
4656,Okra,Chinese Okra
4657,Okra,Red Okra
3162,Ong Choy,Synonymous With Water Spinach Ong Choy
3286,Onions,Sweet Red Italian - Flat Onions
3331,Onions,Red Fresh - Bunch Onions
3412,Onions,Yellow/Brown Fresh - Bunch Onions
3493,Onions,Tearless Sweet Onions
3520,Onions,Sk-20 Onions
3535,Onions,Sweetheart Onions
4068,Onions,Green (Scallions)/Spring Onions
4082,Onions,Red Onions
4093,Onions,Large Yellow/Brown Onions
4159,Onions,Vidalia Onions
4161,Onions,Texas Sweet Onions
4163,Onions,Walla Walla Onions
4164,Onions,Maui Onions
4165,Onions,California Sweet Onions
4166,Onions,Other Sweet Onions
4658,Onions,Boiling Onions
4659,Onions,Bulb Onions
4660,Onions,Pearl Onions
4661,Onions,"Pickling, White Onions"
4662,Onions,Shallots Onions
4663,Onions,White Onions
4665,Onions,Small Yellow/Brown Onions
4666,Onions,Retailer Assigned Onions
4667,Onions,Retailer Assigned Onions
4668,Onions,Retailer Assigned Onions
4669,Onions,Retailer Assigned Onions
4670,Onions,Retailer Assigned Onions
3476,Orange Tree Leaf,Orange Tree Leaf
3027,Oranges,Shamouti Oranges
3028,Oranges,Small Delta Seedless Oranges
3036,Oranges,Small Midknight Oranges
3107,Oranges,Medium Navel Oranges
3108,Oranges,Medium Valencia Oranges
3109,Oranges,Seville (Marmalade Type) Oranges
3110,Oranges,"Navel, Cara Cara (Red) Oranges"
3153,Oranges,Medium Delta Seedless Oranges
3154,Oranges,Large Delta Seedless Oranges
3155,Oranges,Medium Midknight Oranges
3156,Oranges,Large Midknight Oranges
3309,Oranges,Lima Oranges
3310,Oranges,Pera Oranges
3370,Oranges,Maltaise Oranges
3371,Oranges,Salustiana Oranges
3372,Oranges,Navelate (And Other Late Navel Varieties) Oranges
3373,Oranges,Navelina (Incl. Newhall) Oranges
3374,Oranges,Without Postharvest Treatment Oranges
4012,Oranges,Large Navel Oranges
4013,Oranges,Small Navel Oranges
4014,Oranges,Small Valencia Oranges
4014,Oranges,Small Valencia Oranges
4381,Oranges,Blood Oranges
4382,Oranges,Juice Oranges
4384,Oranges,Small Navel Oranges
4385,Oranges,Large Navel Oranges
4386,Oranges,Small Temple Oranges
4387,Oranges,Large Temple Oranges
4388,Oranges,Large Valencia Oranges
4388,Oranges,Large Valencia Oranges
4389,Oranges,Retailer Assigned Oranges
4390,Oranges,Retailer Assigned Oranges
4391,Oranges,Retailer Assigned Oranges
4392,Oranges,Retailer Assigned Oranges
4393,Oranges,Retailer Assigned Oranges
4897,Oregano,Oregano
4870,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4871,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4872,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4873,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4874,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4875,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4876,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4877,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4878,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4879,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4880,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4881,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4882,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4883,Other Dried Fruits,Retailer Assigned Other Dried Fruits
4471,Other Fruits,Retailer Assigned Other Fruits
4472,Other Fruits,Retailer Assigned Other Fruits
4473,Other Fruits,Retailer Assigned Other Fruits
4474,Other Fruits,Retailer Assigned Other Fruits
4475,Other Fruits,Retailer Assigned Other Fruits
4476,Other Fruits,Retailer Assigned Other Fruits
4477,Other Fruits,Retailer Assigned Other Fruits
4478,Other Fruits,Retailer Assigned Other Fruits
4479,Other Fruits,Retailer Assigned Other Fruits
4480,Other Fruits,Retailer Assigned Other Fruits
4481,Other Fruits,Retailer Assigned Other Fruits
4482,Other Fruits,Retailer Assigned Other Fruits
4483,Other Fruits,Retailer Assigned Other Fruits
4484,Other Fruits,Retailer Assigned Other Fruits
4485,Other Fruits,Retailer Assigned Other Fruits
4486,Other Fruits,Retailer Assigned Other Fruits
4487,Other Fruits,Retailer Assigned Other Fruits
4488,Other Fruits,Retailer Assigned Other Fruits
4489,Other Fruits,Retailer Assigned Other Fruits
4490,Other Fruits,Retailer Assigned Other Fruits
4909,Other Herbs,Retailer Assigned Other Herbs
4910,Other Herbs,Retailer Assigned Other Herbs
4911,Other Herbs,Retailer Assigned Other Herbs
4912,Other Herbs,Retailer Assigned Other Herbs
4913,Other Herbs,Retailer Assigned Other Herbs
4914,Other Herbs,Retailer Assigned Other Herbs
4915,Other Herbs,Retailer Assigned Other Herbs
4916,Other Herbs,Retailer Assigned Other Herbs
4917,Other Herbs,Retailer Assigned Other Herbs
4918,Other Herbs,Retailer Assigned Other Herbs
4919,Other Herbs,Retailer Assigned Other Herbs
4920,Other Herbs,Retailer Assigned Other Herbs
4921,Other Herbs,Retailer Assigned Other Herbs
4922,Other Herbs,Retailer Assigned Other Herbs
4923,Other Herbs,Retailer Assigned Other Herbs
4947,Other Nuts,Retailer Assigned Other Nuts
4948,Other Nuts,Retailer Assigned Other Nuts
4949,Other Nuts,Retailer Assigned Other Nuts
4950,Other Nuts,Retailer Assigned Other Nuts
4951,Other Nuts,Retailer Assigned Other Nuts
4952,Other Nuts,Retailer Assigned Other Nuts
4953,Other Nuts,Retailer Assigned Other Nuts
4954,Other Nuts,Retailer Assigned Other Nuts
4955,Other Nuts,Retailer Assigned Other Nuts
4956,Other Nuts,Retailer Assigned Other Nuts
4500,Other Vegetables,Retailer Assigned Other Vegetables
4501,Other Vegetables,Retailer Assigned Other Vegetables
4502,Other Vegetables,Retailer Assigned Other Vegetables
4503,Other Vegetables,Retailer Assigned Other Vegetables
4504,Other Vegetables,Retailer Assigned Other Vegetables
4505,Other Vegetables,Retailer Assigned Other Vegetables
4506,Other Vegetables,Retailer Assigned Other Vegetables
4507,Other Vegetables,Retailer Assigned Other Vegetables
4508,Other Vegetables,Retailer Assigned Other Vegetables
4509,Other Vegetables,Retailer Assigned Other Vegetables
4510,Other Vegetables,Retailer Assigned Other Vegetables
4511,Other Vegetables,Retailer Assigned Other Vegetables
4512,Other Vegetables,Retailer Assigned Other Vegetables
4513,Other Vegetables,Retailer Assigned Other Vegetables
4820,Other Vegetables,Retailer Assigned Other Vegetables
4821,Other Vegetables,Retailer Assigned Other Vegetables
4822,Other Vegetables,Retailer Assigned Other Vegetables
4823,Other Vegetables,Retailer Assigned Other Vegetables
4824,Other Vegetables,Retailer Assigned Other Vegetables
4825,Other Vegetables,Retailer Assigned Other Vegetables
4826,Other Vegetables,Retailer Assigned Other Vegetables
4827,Other Vegetables,Retailer Assigned Other Vegetables
4828,Other Vegetables,Retailer Assigned Other Vegetables
4829,Other Vegetables,Retailer Assigned Other Vegetables
4830,Other Vegetables,Retailer Assigned Other Vegetables
4831,Other Vegetables,Retailer Assigned Other Vegetables
4832,Other Vegetables,Retailer Assigned Other Vegetables
4833,Other Vegetables,Retailer Assigned Other Vegetables
4834,Other Vegetables,Retailer Assigned Other Vegetables
4835,Other Vegetables,Retailer Assigned Other Vegetables
4836,Other Vegetables,Retailer Assigned Other Vegetables
4837,Other Vegetables,Retailer Assigned Other Vegetables
4838,Other Vegetables,Retailer Assigned Other Vegetables
4839,Other Vegetables,Retailer Assigned Other Vegetables
4840,Other Vegetables,Retailer Assigned Other Vegetables
4841,Other Vegetables,Retailer Assigned Other Vegetables
4842,Other Vegetables,Retailer Assigned Other Vegetables
4843,Other Vegetables,Retailer Assigned Other Vegetables
4844,Other Vegetables,Retailer Assigned Other Vegetables
4845,Other Vegetables,Retailer Assigned Other Vegetables
4846,Other Vegetables,Retailer Assigned Other Vegetables
4847,Other Vegetables,Retailer Assigned Other Vegetables
4848,Other Vegetables,Retailer Assigned Other Vegetables
4849,Other Vegetables,Retailer Assigned Other Vegetables
4850,Other Vegetables,Retailer Assigned Other Vegetables
4851,Other Vegetables,Retailer Assigned Other Vegetables
4852,Other Vegetables,Retailer Assigned Other Vegetables
4853,Other Vegetables,Retailer Assigned Other Vegetables
4854,Other Vegetables,Retailer Assigned Other Vegetables
4855,Other Vegetables,Retailer Assigned Other Vegetables
4856,Other Vegetables,Retailer Assigned Other Vegetables
4857,Other Vegetables,Retailer Assigned Other Vegetables
4858,Other Vegetables,Retailer Assigned Other Vegetables
4859,Other Vegetables,Retailer Assigned Other Vegetables
4898,Oyster Plant/Salsify,Oyster Plant/Salsify
3477,Papalo,Papalo
3111,Papaya/Pawpaw,Red-Fleshed (Solo Sunrise) Papaya/Pawpaw
3112,Papaya/Pawpaw,Meridol Papaya/Pawpaw
4052,Papaya/Pawpaw,Small Regular Papaya/Pawpaw
4394,Papaya/Pawpaw,Large Regular Papaya/Pawpaw
4395,Papaya/Pawpaw,Cooking/Mexican Papaya/Pawpaw
4396,Papaya/Pawpaw,Retailer Assigned Papaya/Pawpaw
4899,Parsley,Regular/Curly Parsley
4901,Parsley,Italian/Continental/French Parsley
4902,Parsley,Retailer Assigned Parsley
4671,Parsley Root(Hamburg Parsley),Parsley Root(Hamburg Parsley)
3053,Parsnip,Baby Parsnip
4672,Parsnip,Parsnip
3038,Passion Fruit,"Granadilla, Orange Passion Fruit"
3311,Passion Fruit,Curuba/Banana Passion Fruit
3312,Passion Fruit,Granadilla - Yellow/Maracuja Passion Fruit
4397,Passion Fruit,Purple Passion Fruit
4398,Passion Fruit,Retailer Assigned Passion Fruit
3113,Peaches,Flat White Flesh (Saturn Type) Peaches
3115,Peaches,Flat Yellow Flesh Peaches
3116,Peaches,Small Yellow Flesh (Tree Ripened/Ready-To-Eat) Peaches
3117,Peaches,Large Yellow Flesh (Tree Ripened/Ready-To-Eat) Peaches
3313,Peaches,Small White Flesh - Tree Ripened/ Ready-To-Eat Peaches
3314,Peaches,Large White Flesh - Tree Ripened/ Ready-To-Eat Peaches
3375,Peaches,De Vigne & Sanguine (Red Flesh) Peaches
4037,Peaches,Small Yellow Flesh Peaches
4038,Peaches,Large Yellow Flesh Peaches
4043,Peaches,Small Yellow Flesh - Tree Ripened/Ready-To-Eat Peaches
4044,Peaches,Large Yellow Flesh - Tree Ripened/Ready-To-Eat Peaches
4399,Peaches,Indian Peaches
4400,Peaches,Small White Flesh Peaches
4401,Peaches,Large White Flesh Peaches
4402,Peaches,Small Yellow Flesh Peaches
4403,Peaches,Large Yellow Flesh Peaches
4404,Peaches,Retailer Assigned Peaches
4405,Peaches,Retailer Assigned Peaches
4930,Peanuts,Peanuts
4931,Peanuts,Raw Peanuts
4932,Peanuts,Roasted - Salted Peanuts
4933,Peanuts,Roasted - Unsalted Peanuts
4934,Peanuts,Retailer Assigned Peanuts
4935,Peanuts,Retailer Assigned Peanuts
3012,Pears,Abate Fetel Pears
3013,Pears,Beurre Hardy Pears
3014,Pears,Bon Rouge Pears
3015,Pears,Clara Friis Pears
3016,Pears,Concorde Pears
3017,Pears,Conference Pears
3018,Pears,Durondeau Pears
3019,Pears,Flamingo Pears
3020,Pears,General Leclerc Pears
3021,Pears,Guyot Pears
3022,Pears,Josephine Pears
3023,Pears,Small Passe Crassane Pears
3024,Pears,Rocha Pears
3025,Pears,Rosemarie Pears
3026,Pears,Triumph De Vienne Pears
3118,Pears,Starkrimson Pears
3316,Pears,Carmen Pears
3317,Pears,Angelys Pears
3318,Pears,Large Passe Crassane Pears
3376,Pears,Alexander Lucas Pears
3377,Pears,Louise Bonne Pears
3378,Pears,Santa Maria Pears
3420,Pears,Belle Du Jumet Pears
3434,Pears,Tosca Pears
3466,Pears,Cape Rose Pears
3485,Pears,Harovin Sundown Pears
3489,Pears,Cepuna Pears
3495,Pears,Celina Pears
3518,Pears,Oksana Pears
3522,Pears,Hw624 Pears
3606,Pears,Sweet Sensation Pears
4024,Pears,Small Bartlett/Williams/Wbc Pears
4025,Pears,Small Anjou Pears
4026,Pears,Small Bosc/Beurre Bosc Pears
4406,Pears,Asian/Nashi - White Pears
4407,Pears,Asian/Nashi - Yellow Pears
4408,Pears,Asian/Nashi - Brown Pears
4409,Pears,Large Bartlett/Williams/Wbc Pears
4410,Pears,Bartlett - Red/Red Sensation Pears
4411,Pears,Small Bosc/Beurre Bosc Pears
4412,Pears,Large Bosc/Beurre Bosc Pears
4413,Pears,Large Bosc/Beurre Bosc Pears
4414,Pears,Comice/ Doyenne Du Comice Pears
4415,Pears,Red Pears
4416,Pears,Large Anjou Pears
4417,Pears,Anjou - Red Pears
4418,Pears,Forelle/Corella Pears
4419,Pears,French Pears
4420,Pears,King Royal Pears
4421,Pears,Packham/Packhams Triumph Pears
4422,Pears,Seckel Pears
4423,Pears,Tree Ripened Pears
4424,Pears,Winter Nelis/Honey Pears
4425,Pears,Retailer Assigned Pears
4426,Pears,Retailer Assigned Pears
4553,Pears,Taylors Gold Pears
4890,Pears,Chinese Yali Pears
4960,Pears,Fragrant Pears
4092,Peas,Chinese Snow Pea/Pea Pod/Mange Tout Peas
4673,Peas,Blackeyed Peas
4674,Peas,Green Peas
4675,Peas,Sugar Snap Peas
4676,Peas,Retailer Assigned Peas
4936,Pecans,Pecans
4937,Pecans,Retailer Assigned Pecans
3054,Peppers,Elongated (Clovis Red/Lamuyo Red) Peppers
3055,Peppers,Elongated (Clovis Green/Lamuyo Green) Peppers
